Name,Household Income,Population,Median Age,Per Capita Income,Poverty Count,Unemployment Count,Households with Internet,Households with Just Cell Data Plan,Households with DSL or Fiber Optic,Households with Broadband Any Type,Households with Celular Data Plan,Households with Just DSL or Fiber Optic,Households with Satellite Internet,Households with Just Satellite Internet,Households with No Internet,State,county,Poverty Rate,Unemployment Rate
"Millard County, Utah",59312.0,12651.0,35.5,23283.0,1454.0,165.0,4235.0,501.0,2454.0,3333.0,2044.0,1006.0,398.0,229.0,688.0,49,027,11.493162595842225,1.3042447237372539
"Tooele County, Utah",66542.0,63357.0,31.1,24069.0,4318.0,1979.0,19562.0,2773.0,11663.0,17042.0,12046.0,4002.0,2924.0,734.0,2072.0,49,045,6.815347948924349,3.123569613460233
"Washington County, Utah",55175.0,155577.0,35.9,25415.0,21878.0,3478.0,52385.0,4740.0,33728.0,43633.0,27504.0,12946.0,6433.0,2140.0,6420.0,49,053,14.062489956741677,2.2355489564652875
"Kane County, Utah",50266.0,7246.0,42.2,24836.0,795.0,131.0,2514.0,173.0,1359.0,1848.0,1062.0,539.0,370.0,156.0,427.0,49,025,10.971570521667127,1.8078940104885455
"Summit County, Utah",94952.0,39731.0,38.8,52671.0,2966.0,511.0,14781.0,1256.0,10860.0,13483.0,10420.0,2408.0,1705.0,355.0,901.0,49,043,7.465203493493745,1.2861493544083964
"Grand County, Utah",46658.0,9544.0,39.8,25662.0,1190.0,334.0,3873.0,244.0,2786.0,3095.0,1595.0,1435.0,111.0,33.0,474.0,49,019,12.468566638725902,3.4995808885163453
"Piute County, Utah",41750.0,1860.0,40.6,17455.0,235.0,12.0,516.0,9.0,328.0,361.0,181.0,161.0,30.0,6.0,100.0,49,031,12.634408602150538,0.6451612903225806
"Rich County, Utah",52917.0,2307.0,34.3,19512.0,414.0,12.0,601.0,68.0,312.0,433.0,170.0,223.0,44.0,27.0,77.0,49,033,17.945383615084527,0.5201560468140443
"Wasatch County, Utah",74552.0,29306.0,33.3,30086.0,2265.0,354.0,9040.0,621.0,6307.0,7997.0,5799.0,1733.0,1322.0,243.0,767.0,49,051,7.728792738688323,1.207943765781751
"Beaver County, Utah",47878.0,6414.0,33.3,21128.0,667.0,131.0,2313.0,291.0,1306.0,1741.0,898.0,656.0,198.0,144.0,491.0,49,001,10.399126909884627,2.0424072341752417
"Box Elder County, Utah",58835.0,52182.0,32.3,22808.0,5260.0,1299.0,17035.0,1099.0,10780.0,13855.0,7292.0,5146.0,2266.0,1125.0,2608.0,49,003,10.080104250507837,2.4893641485569735
"Iron County, Utah",45422.0,48504.0,29.1,19791.0,10001.0,1384.0,15575.0,1226.0,9744.0,12570.0,7645.0,3808.0,1819.0,776.0,2061.0,49,021,20.618918027379184,2.8533729176975093
"Sanpete County, Utah",50928.0,28892.0,31.7,17426.0,4365.0,793.0,8366.0,638.0,5468.0,6389.0,3543.0,2589.0,330.0,132.0,1481.0,49,039,15.107988370483179,2.7447044164474597
"Sevier County, Utah",50850.0,20961.0,34.9,21196.0,2731.0,431.0,7171.0,593.0,4375.0,5538.0,2894.0,2238.0,601.0,302.0,1289.0,49,041,13.02895854205429,2.0561996087972902
"Utah County, Utah",67042.0,576496.0,24.5,23207.0,66394.0,11556.0,155664.0,8588.0,115135.0,133062.0,95595.0,32283.0,13486.0,3007.0,10605.0,49,049,11.516818850434348,2.0045238822125393
"Weber County, Utah",62036.0,244101.0,32.3,25275.0,29277.0,5771.0,81298.0,7713.0,51849.0,66499.0,41758.0,21456.0,9329.0,2228.0,11909.0,49,057,11.993805842663487,2.3641853167336473
"Duchesne County, Utah",63000.0,20259.0,30.3,23323.0,2517.0,535.0,6650.0,729.0,4412.0,5347.0,3987.0,1174.0,325.0,96.0,1084.0,49,013,12.42410780393899,2.640801619033516
"San Juan County, Utah",42581.0,15193.0,31.6,17385.0,4189.0,480.0,4019.0,209.0,1552.0,1960.0,1205.0,454.0,320.0,107.0,1866.0,49,037,27.571908115579543,3.1593497005199764
"Salt Lake County, Utah",67922.0,1106700.0,32.4,30134.0,114135.0,25207.0,363058.0,26363.0,260003.0,301321.0,199160.0,90689.0,25058.0,4560.0,37385.0,49,035,10.313092979127134,2.2776723592662873
"Uintah County, Utah",67012.0,36343.0,30.1,25001.0,4163.0,1076.0,10616.0,956.0,6947.0,8435.0,5486.0,2519.0,853.0,206.0,1817.0,49,047,11.454750570949013,2.960680186005558
"Daggett County, Utah",85000.0,702.0,47.3,28533.0,23.0,3.0,168.0,23.0,90.0,152.0,99.0,20.0,41.0,22.0,16.0,49,009,3.2763532763532766,0.42735042735042733
"Davis County, Utah",75961.0,334977.0,30.6,28293.0,20755.0,5399.0,101422.0,5776.0,79311.0,90105.0,54800.0,31951.0,8505.0,1835.0,8343.0,49,011,6.195947781489475,1.6117524486755808
"Wayne County, Utah",42444.0,2700.0,40.4,22195.0,246.0,23.0,990.0,31.0,645.0,740.0,279.0,387.0,91.0,36.0,161.0,49,055,9.11111111111111,0.8518518518518519
"Carbon County, Utah",46994.0,20512.0,36.4,22536.0,3240.0,506.0,7841.0,626.0,4912.0,5930.0,3643.0,1977.0,503.0,154.0,1580.0,49,007,15.795631825273011,2.466848673946958
"Emery County, Utah",51852.0,10410.0,35.0,21465.0,1339.0,185.0,3564.0,300.0,2307.0,2708.0,1815.0,821.0,211.0,31.0,730.0,49,015,12.862632084534102,1.7771373679154658
"Morgan County, Utah",86071.0,11014.0,32.4,30457.0,267.0,164.0,3236.0,273.0,2300.0,2971.0,2262.0,499.0,618.0,186.0,170.0,49,029,2.4241873978572728,1.489013982204467
"Cache County, Utah",53812.0,120288.0,25.0,21752.0,17793.0,2150.0,36829.0,2753.0,24885.0,31079.0,16492.0,12350.0,4082.0,1848.0,3598.0,49,005,14.791999201915402,1.7873769619579676
"Garfield County, Utah",51700.0,5020.0,41.2,23228.0,633.0,107.0,1756.0,87.0,1193.0,1320.0,505.0,753.0,90.0,10.0,318.0,49,017,12.609561752988048,2.1314741035856573
"Juab County, Utah",57590.0,10694.0,30.7,20457.0,1346.0,138.0,3287.0,183.0,2090.0,2541.0,1363.0,935.0,398.0,178.0,600.0,49,023,12.586497101178232,1.290443239199551
"Rutland County, Vermont",52635.0,59676.0,46.4,28443.0,6541.0,1479.0,25160.0,897.0,17495.0,19060.0,7438.0,10590.0,1122.0,347.0,4756.0,50,021,10.960855285206783,2.478383269656143
"Orleans County, Vermont",45664.0,26951.0,45.4,25392.0,3682.0,558.0,11498.0,664.0,6719.0,8192.0,3133.0,4332.0,912.0,481.0,2711.0,50,019,13.661830729843048,2.070424103001744
"Grand Isle County, Vermont",66111.0,6950.0,48.1,38635.0,518.0,195.0,2952.0,69.0,2143.0,2382.0,1325.0,959.0,215.0,64.0,433.0,50,013,7.453237410071942,2.805755395683453
"Orange County, Vermont",56584.0,28901.0,45.7,29651.0,3249.0,682.0,12275.0,714.0,7317.0,9017.0,3627.0,4525.0,1057.0,588.0,2572.0,50,017,11.241825542368776,2.3597799384104357
"Chittenden County, Vermont",66906.0,160985.0,36.6,36384.0,17057.0,3827.0,64906.0,2590.0,51540.0,55141.0,36675.0,17599.0,1598.0,267.0,6952.0,50,007,10.595397086685095,2.3772401155387146
"Lamoille County, Vermont",54899.0,25191.0,40.5,31390.0,3439.0,526.0,10401.0,734.0,6884.0,8197.0,4027.0,3716.0,601.0,233.0,1475.0,50,015,13.651701004326942,2.088047318486761
"Windsor County, Vermont",56828.0,55485.0,47.4,34264.0,5575.0,1315.0,24121.0,880.0,17353.0,19221.0,9000.0,9427.0,1206.0,451.0,3637.0,50,027,10.047760656033162,2.370009912588988
"Franklin County, Vermont",62214.0,48816.0,39.9,30624.0,3879.0,1186.0,18649.0,744.0,13096.0,14487.0,6847.0,6999.0,757.0,276.0,3367.0,50,011,7.946165191740413,2.4295313012127173
"Caledonia County, Vermont",47371.0,30576.0,43.7,25896.0,3629.0,741.0,12094.0,698.0,6625.0,8471.0,3949.0,3726.0,1168.0,504.0,2764.0,50,005,11.868785975928834,2.423469387755102
"Windham County, Vermont",50831.0,43332.0,46.8,29819.0,5876.0,1300.0,19059.0,619.0,13027.0,14307.0,5712.0,7845.0,825.0,356.0,3148.0,50,025,13.560417243607496,3.0000923105326316
"Bennington County, Vermont",52251.0,36054.0,46.6,31313.0,4443.0,804.0,15280.0,658.0,10706.0,11791.0,5052.0,6305.0,557.0,219.0,2655.0,50,003,12.323181893825927,2.2299883508071225
"Addison County, Vermont",61875.0,36825.0,43.4,31051.0,2638.0,907.0,14701.0,525.0,10509.0,11507.0,5396.0,5692.0,729.0,204.0,2473.0,50,001,7.163611676849966,2.463000678886626
"Essex County, Vermont",38767.0,6203.0,50.0,23022.0,960.0,149.0,2720.0,139.0,1398.0,1837.0,575.0,1035.0,304.0,188.0,768.0,50,009,15.476382395615024,2.4020635176527487
"Washington County, Vermont",60602.0,58691.0,43.5,32137.0,6658.0,1300.0,24719.0,1604.0,17329.0,19709.0,9560.0,9444.0,997.0,353.0,3777.0,50,023,11.34415838885008,2.21499037331107
"Charles City County, Virginia",55069.0,7022.0,49.8,32689.0,923.0,221.0,2899.0,485.0,800.0,1571.0,1093.0,353.0,286.0,81.0,1061.0,51,036,13.144403303902022,3.147251495300484
"Culpeper County, Virginia",69693.0,49795.0,38.8,29979.0,4305.0,1478.0,16837.0,1819.0,9225.0,12955.0,8412.0,3584.0,1933.0,619.0,2931.0,51,047,8.645446329952806,2.9681694949292097
"Dinwiddie County, Virginia",54640.0,28033.0,42.9,25981.0,4062.0,1216.0,10347.0,1957.0,4069.0,7078.0,5162.0,1328.0,1169.0,414.0,2821.0,51,053,14.490065280205473,4.337744800770521
"Greene County, Virginia",62952.0,19213.0,39.6,30215.0,1787.0,622.0,7260.0,388.0,4733.0,5718.0,2931.0,2358.0,758.0,328.0,1101.0,51,079,9.300994118565555,3.237391349607037
"Hanover County, Virginia",84955.0,103218.0,42.6,37924.0,5832.0,1929.0,38208.0,3659.0,26009.0,31747.0,21016.0,9580.0,2242.0,762.0,5146.0,51,085,5.650177294657908,1.8688600825437425
"Lunenburg County, Virginia",39537.0,12369.0,45.4,18555.0,2118.0,221.0,4480.0,484.0,1269.0,2371.0,1282.0,610.0,709.0,403.0,1772.0,51,111,17.12345379577977,1.7867248767078987
"Orange County, Virginia",67196.0,35265.0,41.9,30660.0,3054.0,1107.0,13470.0,1650.0,6935.0,10027.0,6293.0,2832.0,1327.0,550.0,2686.0,51,137,8.660144619310932,3.1390897490429603
"Emporia city, Virginia",27426.0,5495.0,35.9,18548.0,1631.0,485.0,2119.0,363.0,777.0,1187.0,820.0,299.0,97.0,19.0,742.0,51,595,29.681528662420384,8.826205641492265
"Wythe County, Virginia",46119.0,29048.0,44.4,24879.0,4373.0,864.0,11892.0,1226.0,5859.0,7656.0,4361.0,2828.0,804.0,148.0,3591.0,51,197,15.054392729275682,2.974387221151198
"Chesapeake city, Virginia",72214.0,235410.0,36.6,32123.0,21962.0,6689.0,83031.0,10981.0,59232.0,71532.0,48093.0,22170.0,2449.0,276.0,8916.0,51,550,9.32925534174419,2.841425597893038
"Colonial Heights city, Virginia",50952.0,17582.0,40.1,27608.0,2312.0,863.0,7092.0,417.0,4447.0,5078.0,3039.0,1879.0,214.0,86.0,1615.0,51,570,13.149812308042316,4.9084290751905355
"Harrisonburg city, Virginia",43009.0,53064.0,24.8,20134.0,13231.0,1465.0,16848.0,1383.0,10385.0,12181.0,7803.0,4107.0,585.0,71.0,2689.0,51,660,24.934041911653853,2.760817126488768
"Albemarle County, Virginia",72265.0,105105.0,38.6,39273.0,9581.0,1672.0,40015.0,3453.0,27425.0,33056.0,20626.0,11045.0,2053.0,610.0,5248.0,51,003,9.115646258503402,1.5907901622187337
"Bland County, Virginia",46927.0,6524.0,45.3,23505.0,478.0,186.0,2561.0,286.0,1198.0,1743.0,960.0,629.0,264.0,133.0,713.0,51,021,7.326793378295524,2.851011649294911
"Bedford County, Virginia",59405.0,77319.0,45.9,30633.0,6830.0,1672.0,30927.0,3678.0,13849.0,22111.0,12636.0,6353.0,4679.0,2584.0,7436.0,51,019,8.833533801523558,2.1624697681035707
"Botetourt County, Virginia",64733.0,33149.0,47.2,34733.0,2517.0,642.0,13238.0,1326.0,7860.0,9938.0,6248.0,3113.0,965.0,250.0,2624.0,51,023,7.592989230444357,1.9367100063350327
"Buckingham County, Virginia",46610.0,17048.0,42.7,19702.0,2492.0,597.0,5705.0,540.0,2217.0,3283.0,2047.0,953.0,586.0,198.0,1961.0,51,029,14.617550445800093,3.501877053026748
"Wise County, Virginia",38255.0,39539.0,40.3,21694.0,7269.0,1414.0,15104.0,810.0,8359.0,9832.0,4086.0,5074.0,889.0,470.0,3783.0,51,195,18.384379979260984,3.576215888110473
"Bristol city, Virginia",37844.0,17077.0,42.3,21589.0,3565.0,595.0,7418.0,501.0,4761.0,5316.0,3017.0,2253.0,123.0,8.0,1858.0,51,520,20.87603208994554,3.484218539556128
"Covington city, Virginia",35546.0,5675.0,44.2,22098.0,1108.0,130.0,2399.0,177.0,1225.0,1435.0,687.0,695.0,93.0,0.0,819.0,51,580,19.524229074889867,2.290748898678414
"Portsmouth city, Virginia",48727.0,95536.0,35.2,24291.0,16302.0,4486.0,36616.0,5603.0,20785.0,26963.0,19107.0,7364.0,1067.0,93.0,8113.0,51,740,17.063724669234634,4.695612125272149
"Williamsburg city, Virginia",54606.0,14817.0,24.5,26921.0,2278.0,492.0,4649.0,282.0,3517.0,3816.0,2153.0,1571.0,97.0,0.0,637.0,51,830,15.374232300735642,3.3205102247418505
"Virginia Beach city, Virginia",70500.0,450057.0,35.6,34607.0,35276.0,12249.0,167731.0,6793.0,135747.0,145186.0,89281.0,53306.0,5132.0,618.0,16069.0,51,810,7.83811828279529,2.72165525700078
"Alleghany County, Virginia",46020.0,15489.0,46.9,25952.0,2917.0,285.0,6866.0,312.0,3846.0,4455.0,2361.0,1825.0,441.0,185.0,2068.0,51,005,18.832719994835045,1.8400154948673253
"Carroll County, Virginia",41145.0,29767.0,47.0,23690.0,4296.0,517.0,12517.0,1247.0,5852.0,7799.0,4447.0,2865.0,810.0,268.0,4128.0,51,035,14.432089226324454,1.7368226559612994
"Galax city, Virginia",31311.0,6788.0,46.6,22572.0,1381.0,169.0,2837.0,293.0,1409.0,1791.0,1027.0,670.0,110.0,40.0,961.0,51,640,20.344725987035947,2.4896876841484974
"Washington County, Virginia",44844.0,54457.0,45.5,25640.0,7671.0,1646.0,22388.0,1330.0,13721.0,15773.0,8147.0,6928.0,946.0,320.0,5550.0,51,191,14.086343353471547,3.02256826486953
"Westmoreland County, Virginia",55688.0,17596.0,47.6,32265.0,1667.0,606.0,7412.0,1084.0,3277.0,5276.0,3544.0,1308.0,937.0,313.0,1943.0,51,193,9.473744032734713,3.4439645373948626
"Northumberland County, Virginia",56677.0,12254.0,56.5,33364.0,1654.0,403.0,5774.0,1173.0,1641.0,4028.0,2975.0,637.0,975.0,317.0,1483.0,51,133,13.49763342582014,3.288722049942876
"Page County, Virginia",46140.0,23694.0,45.0,24057.0,3988.0,899.0,9467.0,887.0,4275.0,5708.0,3302.0,2026.0,675.0,270.0,3213.0,51,139,16.831265299231873,3.794209504515911
"Pulaski County, Virginia",49691.0,34330.0,46.2,26328.0,4623.0,1138.0,14577.0,1528.0,6597.0,9327.0,6197.0,2505.0,1263.0,390.0,4237.0,51,155,13.466355956889018,3.3148849402854648
"Warren County, Virginia",65353.0,38991.0,40.6,30009.0,3749.0,1198.0,14190.0,1072.0,9526.0,11112.0,6536.0,4238.0,690.0,133.0,2286.0,51,187,9.615039368059296,3.0725039111589854
"Alexandria city, Virginia",93370.0,154710.0,36.4,57019.0,16068.0,3853.0,68663.0,4404.0,55556.0,60768.0,44958.0,14816.0,1746.0,153.0,5835.0,51,510,10.385883265464416,2.4904660332234503
"Danville city, Virginia",34951.0,41911.0,40.6,21882.0,8629.0,1880.0,18517.0,1896.0,9446.0,11798.0,6832.0,4548.0,607.0,154.0,6056.0,51,590,20.58886688458877,4.485695879363413
"Fredericksburg city, Virginia",57258.0,28135.0,29.9,32359.0,4169.0,875.0,10419.0,542.0,7690.0,8342.0,5826.0,2306.0,286.0,24.0,1596.0,51,630,14.817842544872935,3.110005331437711
"Hampton city, Virginia",52021.0,136255.0,35.8,27053.0,19633.0,5257.0,53555.0,2794.0,38576.0,42363.0,28414.0,13230.0,1850.0,320.0,8579.0,51,650,14.409012513302264,3.8582070382738247
"Amherst County, Virginia",49677.0,31819.0,43.9,24296.0,4172.0,853.0,12110.0,1312.0,4813.0,7354.0,4469.0,2040.0,1409.0,577.0,4101.0,51,009,13.111662842955466,2.680788208303215
"Arlington County, Virginia",112138.0,229534.0,34.4,67061.0,18502.0,4766.0,102310.0,4482.0,85988.0,91828.0,63975.0,26066.0,2670.0,215.0,7945.0,51,013,8.060679463608878,2.0763808411825697
"Bath County, Virginia",44483.0,4458.0,47.3,28195.0,405.0,207.0,1847.0,44.0,915.0,1127.0,608.0,396.0,167.0,47.0,578.0,51,017,9.08479138627187,4.643337819650068
"Hopewell city, Virginia",40712.0,22353.0,36.5,22668.0,4670.0,1051.0,9123.0,593.0,4764.0,5670.0,3167.0,2258.0,467.0,162.0,2890.0,51,670,20.8920502840782,4.701829732027021
"Buchanan County, Virginia",30828.0,22611.0,46.3,19241.0,5726.0,625.0,9022.0,399.0,3669.0,5169.0,2082.0,2231.0,1240.0,727.0,3421.0,51,027,25.32395736588386,2.7641413471319267
"Newport News city, Virginia",51082.0,180775.0,33.2,26028.0,28194.0,6626.0,68665.0,5342.0,46670.0,53164.0,35590.0,16436.0,1883.0,227.0,11443.0,51,700,15.596183100539344,3.6653298298990458
"Frederick County, Virginia",71037.0,83784.0,40.5,32554.0,4591.0,1838.0,30495.0,2823.0,17559.0,23079.0,14175.0,7598.0,2640.0,940.0,5154.0,51,069,5.479566504344505,2.1937362742289697
"Stafford County, Virginia",103005.0,141159.0,35.2,39158.0,6517.0,3039.0,45345.0,2379.0,38036.0,41506.0,29137.0,11353.0,1942.0,418.0,2785.0,51,179,4.616779659816236,2.1528914203132636
"Lynchburg city, Virginia",41971.0,79237.0,28.3,22439.0,15311.0,2827.0,28150.0,1770.0,17261.0,19857.0,11754.0,7301.0,1009.0,199.0,6243.0,51,680,19.323043527644913,3.5677776796193696
"York County, Virginia",86781.0,67196.0,39.6,38193.0,3446.0,2074.0,24333.0,895.0,20583.0,21777.0,14394.0,7021.0,736.0,126.0,1992.0,51,199,5.128281445324126,3.0864932436454553
"Richmond city, Virginia",42356.0,220892.0,33.5,30113.0,52942.0,10562.0,89238.0,7028.0,54083.0,63003.0,41527.0,19465.0,2440.0,384.0,21017.0,51,760,23.967368668851748,4.781522191840357
"Martinsville city, Virginia",33545.0,13256.0,41.5,22544.0,3053.0,484.0,5740.0,580.0,2879.0,3641.0,2254.0,1225.0,203.0,63.0,1870.0,51,690,23.031080265540133,3.6511768255884127
"Nelson County, Virginia",53834.0,14863.0,49.7,33597.0,2195.0,274.0,6523.0,1177.0,1608.0,3930.0,2593.0,678.0,1072.0,405.0,2105.0,51,125,14.76821637623629,1.843504003229496
"Essex County, Virginia",50629.0,11083.0,44.8,25730.0,1355.0,310.0,4470.0,639.0,1291.0,2412.0,1666.0,542.0,468.0,155.0,1664.0,51,057,12.225931606965624,2.7970766038076333
"Pittsylvania County, Virginia",44356.0,61970.0,46.4,23597.0,8949.0,1997.0,26687.0,3176.0,11020.0,16430.0,10181.0,4956.0,2449.0,862.0,8534.0,51,143,14.440858479909634,3.222527029207681
"Norton city, Virginia",26971.0,4043.0,37.2,19297.0,1026.0,252.0,1786.0,66.0,1035.0,1127.0,451.0,616.0,60.0,26.0,394.0,51,720,25.377195152114766,6.232995300519416
"Staunton city, Virginia",46435.0,24273.0,42.0,27571.0,3050.0,482.0,10477.0,724.0,6566.0,7559.0,4966.0,2406.0,316.0,77.0,2462.0,51,790,12.565401886870186,1.9857454785152227
"Fluvanna County, Virginia",67964.0,26109.0,42.6,31952.0,1517.0,618.0,9794.0,694.0,6626.0,7984.0,4760.0,2666.0,977.0,280.0,1383.0,51,065,5.810256999502087,2.366999885097093
"Amelia County, Virginia",58535.0,12802.0,46.5,26118.0,1645.0,208.0,4699.0,376.0,2224.0,3258.0,1814.0,1075.0,743.0,249.0,1224.0,51,007,12.849554757069209,1.6247461334166537
"Radford city, Virginia",36082.0,17380.0,22.7,19539.0,5377.0,608.0,5503.0,504.0,3447.0,4167.0,2599.0,1465.0,181.0,20.0,1006.0,51,750,30.937859608745686,3.4982738780207137
"Winchester city, Virginia",49330.0,27516.0,37.6,28429.0,3317.0,600.0,10520.0,475.0,6766.0,7482.0,4167.0,3113.0,293.0,52.0,2317.0,51,840,12.05480447739497,2.1805494984736153
"Accomack County, Virginia",42260.0,32840.0,46.0,24266.0,6416.0,793.0,13528.0,993.0,6689.0,8376.0,3913.0,3901.0,805.0,259.0,4062.0,51,001,19.53714981729598,2.4147381242387334
"Craig County, Virginia",53526.0,5131.0,47.5,26753.0,478.0,94.0,2344.0,97.0,1129.0,1413.0,578.0,588.0,287.0,146.0,733.0,51,045,9.315922822061976,1.8320015591502632
"Floyd County, Virginia",48396.0,15594.0,46.0,25446.0,1868.0,420.0,6434.0,547.0,3506.0,4295.0,2295.0,1896.0,278.0,57.0,1881.0,51,063,11.978966269077851,2.693343593689881
"Giles County, Virginia",49734.0,16867.0,44.4,25004.0,1873.0,382.0,7088.0,822.0,3494.0,5015.0,3112.0,1386.0,657.0,348.0,1785.0,51,071,11.104523626015297,2.264777375941187
"Grayson County, Virginia",32048.0,15708.0,47.4,20525.0,3044.0,522.0,6653.0,797.0,2700.0,4066.0,2101.0,1563.0,644.0,295.0,2340.0,51,077,19.378660555131145,3.3231474407944996
"Nottoway County, Virginia",38410.0,15537.0,41.3,19452.0,3039.0,341.0,5633.0,653.0,2105.0,3235.0,2128.0,792.0,695.0,174.0,2079.0,51,135,19.559760571538906,2.1947608933513547
"Rappahannock County, Virginia",62541.0,7359.0,49.5,38185.0,653.0,108.0,3131.0,111.0,1200.0,2197.0,965.0,644.0,900.0,500.0,713.0,51,157,8.873488245685555,1.4675907052588666
"Tazewell County, Virginia",40309.0,42689.0,44.3,24325.0,6430.0,1382.0,17330.0,1636.0,9085.0,11603.0,7228.0,3702.0,1055.0,366.0,5150.0,51,185,15.062428260207547,3.2373679402187916
"Buena Vista city, Virginia",33672.0,6495.0,36.4,17969.0,1248.0,139.0,2606.0,175.0,1318.0,1600.0,893.0,675.0,54.0,0.0,785.0,51,530,19.214780600461893,2.1401077752117015
"Falls Church city, Virginia",114795.0,13843.0,39.7,65510.0,405.0,338.0,5308.0,199.0,4496.0,4865.0,3786.0,980.0,196.0,86.0,224.0,51,610,2.9256664017915193,2.4416672686556384
"Manassas Park city, Virginia",79131.0,16117.0,34.1,29641.0,1643.0,528.0,4778.0,227.0,3909.0,4238.0,3064.0,1081.0,204.0,29.0,314.0,51,685,10.194204876838121,3.276043928770863
"Petersburg city, Virginia",33939.0,32037.0,38.3,21992.0,8646.0,1853.0,13262.0,1288.0,6421.0,8176.0,4938.0,2900.0,627.0,115.0,4155.0,51,730,26.987545650341794,5.783937322470893
"Poquoson city, Virginia",88328.0,12022.0,42.2,39305.0,581.0,291.0,4583.0,137.0,3825.0,3989.0,2881.0,1048.0,149.0,20.0,525.0,51,735,4.832806521377474,2.4205623024455165
"Sussex County, Virginia",44608.0,11595.0,40.4,15882.0,1244.0,157.0,3388.0,647.0,909.0,2022.0,1429.0,352.0,418.0,164.0,1173.0,51,183,10.728762397585166,1.3540319103061664
"Fairfax city, Virginia",106870.0,23580.0,39.0,46489.0,1797.0,546.0,8499.0,433.0,7376.0,7866.0,5858.0,1916.0,167.0,0.0,480.0,51,600,7.620865139949109,2.3155216284987277
"Waynesboro city, Virginia",42112.0,21620.0,40.0,23640.0,3691.0,461.0,9128.0,703.0,5186.0,6144.0,3261.0,2625.0,229.0,117.0,2662.0,51,820,17.072155411655874,2.1322849213691026
"Manassas city, Virginia",77551.0,41379.0,33.5,30572.0,3633.0,1749.0,12540.0,1070.0,9469.0,10902.0,7688.0,2986.0,638.0,74.0,1220.0,51,683,8.779815848618865,4.226781700862756
"Roanoke city, Virginia",41483.0,99572.0,38.4,24697.0,21046.0,3322.0,42333.0,3023.0,25846.0,29551.0,18414.0,10449.0,1128.0,220.0,10405.0,51,770,21.13646406620335,3.336279275298277
"Salem city, Virginia",53990.0,25521.0,41.1,30141.0,2054.0,619.0,9997.0,670.0,6632.0,7608.0,4738.0,2691.0,361.0,95.0,1991.0,51,775,8.048273970455703,2.425453548058462
"Suffolk city, Virginia",68089.0,88057.0,38.1,31239.0,9757.0,2956.0,32331.0,2301.0,21431.0,24858.0,17700.0,6513.0,1861.0,304.0,6080.0,51,800,11.080322972620008,3.356916542693937
"Norfolk city, Virginia",47137.0,245752.0,30.4,26670.0,46251.0,9680.0,87249.0,11610.0,54838.0,68866.0,50324.0,17825.0,2176.0,155.0,14070.0,51,710,18.820192714606595,3.938930303720824
"Charlotte County, Virginia",38350.0,12176.0,45.2,19830.0,2709.0,358.0,4493.0,696.0,741.0,2242.0,1419.0,316.0,873.0,443.0,1821.0,51,037,22.24868593955322,2.940210249671485
"Chesterfield County, Virginia",76969.0,335594.0,38.8,35370.0,23707.0,10107.0,120907.0,5446.0,97472.0,105357.0,64115.0,38824.0,3722.0,965.0,11882.0,51,041,7.064190658950994,3.011674821361526
"Fairfax County, Virginia",117515.0,1142004.0,37.9,52976.0,69528.0,28718.0,393380.0,13718.0,344250.0,362201.0,260827.0,95683.0,11957.0,1005.0,22408.0,51,059,6.088244874799037,2.51470222521112
"Greensville County, Virginia",42121.0,11606.0,41.1,16835.0,1447.0,243.0,3649.0,693.0,644.0,1939.0,1476.0,263.0,537.0,180.0,1286.0,51,081,12.467689126313976,2.0937446148543857
"Isle of Wight County, Virginia",67767.0,36090.0,44.4,33172.0,3692.0,1300.0,14157.0,1397.0,7928.0,10299.0,7640.0,2262.0,1149.0,271.0,3323.0,51,093,10.229980604045442,3.602105846494874
"James City County, Virginia",80772.0,73028.0,45.9,42047.0,5397.0,1687.0,28410.0,1217.0,22500.0,24225.0,15194.0,8452.0,1078.0,180.0,3304.0,51,095,7.390316043161527,2.310072848770335
"Russell County, Virginia",40083.0,27725.0,44.8,21673.0,4829.0,739.0,11102.0,1083.0,4220.0,6268.0,3270.0,2422.0,844.0,498.0,4303.0,51,167,17.417493237150588,2.6654643823264204
"Franklin city, Virginia",38760.0,8334.0,38.7,24820.0,1361.0,605.0,3470.0,374.0,1856.0,2292.0,1356.0,778.0,233.0,27.0,974.0,51,620,16.33069354451644,7.259419246460284
"Smyth County, Virginia",40544.0,31298.0,44.6,22319.0,5316.0,869.0,12829.0,910.0,6787.0,8236.0,4023.0,3791.0,628.0,266.0,3933.0,51,173,16.985110869704133,2.77653524186849
"Charlottesville city, Virginia",54739.0,46487.0,30.9,32860.0,10759.0,922.0,18408.0,1933.0,12193.0,14395.0,8784.0,5337.0,304.0,53.0,2714.0,51,540,23.14410480349345,1.9833501839223868
"Lexington city, Virginia",37309.0,7113.0,21.6,16668.0,764.0,97.0,1935.0,53.0,1175.0,1273.0,842.0,425.0,19.0,6.0,581.0,51,678,10.740896949247857,1.3637002671165472
"Campbell County, Virginia",48823.0,55158.0,42.8,26417.0,6366.0,923.0,22608.0,2050.0,11812.0,15715.0,8152.0,6054.0,2089.0,1019.0,5690.0,51,031,11.541390188186664,1.6733746691323108
"Henrico County, Virginia",66447.0,324073.0,38.3,36497.0,33510.0,10476.0,126115.0,6863.0,95687.0,105022.0,70788.0,32339.0,4180.0,673.0,17593.0,51,087,10.34026284201399,3.2326049994908557
