Name,Household Income,Population,Median Age,Per Capita Income,Poverty Count,Unemployment Count,Households with Internet,Households with Just Cell Data Plan,Households with DSL or Fiber Optic,Households with Broadband Any Type,Households with Celular Data Plan,Households with Just DSL or Fiber Optic,Households with Satellite Internet,Households with Just Satellite Internet,Households with No Internet,State,county,Poverty Rate,Unemployment Rate
"Maui County, Hawaii",72762.0,164094.0,40.9,32379.0,16147.0,4348.0,54381.0,3039.0,40380.0,44331.0,30914.0,12610.0,1565.0,242.0,7895.0,15,009,9.840091654783235,2.649700781259522
"Kauai County, Hawaii",72330.0,71093.0,42.1,30515.0,6420.0,1651.0,22563.0,2118.0,14987.0,17599.0,9849.0,7151.0,630.0,311.0,3712.0,15,007,9.030424936350977,2.3223102133824707
"Kalawao County, Hawaii",61750.0,86.0,57.6,46024.0,10.0,0.0,53.0,7.0,25.0,32.0,21.0,11.0,2.0,0.0,18.0,15,005,11.627906976744185,0.0
"Oneida County, Idaho",43491.0,4284.0,39.5,21360.0,535.0,96.0,1581.0,264.0,813.0,1247.0,944.0,236.0,170.0,21.0,252.0,16,071,12.488328664799253,2.2408963585434174
"Cassia County, Idaho",48162.0,23472.0,31.8,20007.0,3393.0,443.0,7827.0,1354.0,3918.0,6229.0,4676.0,1100.0,1086.0,371.0,1327.0,16,031,14.455521472392638,1.8873551465576006
"Gem County, Idaho",42888.0,16850.0,45.2,20041.0,3455.0,410.0,6404.0,685.0,3242.0,4626.0,2652.0,1614.0,737.0,207.0,1412.0,16,045,20.504451038575667,2.4332344213649852
"Lincoln County, Idaho",46383.0,5296.0,33.1,19095.0,601.0,77.0,1609.0,121.0,467.0,1032.0,484.0,213.0,428.0,309.0,499.0,16,063,11.348187311178247,1.45392749244713
"Valley County, Idaho",54015.0,10104.0,50.2,28515.0,1042.0,190.0,3532.0,168.0,2182.0,2571.0,1524.0,781.0,357.0,140.0,440.0,16,085,10.312747426761678,1.8804433887569278
"Adams County, Idaho",42727.0,3946.0,52.8,24315.0,541.0,146.0,1736.0,79.0,943.0,1148.0,524.0,506.0,132.0,37.0,424.0,16,003,13.710086163203243,3.699949315762798
"Franklin County, Idaho",51583.0,13120.0,32.6,20454.0,1601.0,142.0,4286.0,317.0,2189.0,3413.0,2197.0,751.0,984.0,373.0,671.0,16,041,12.202743902439025,1.0823170731707317
"Nez Perce County, Idaho",51804.0,40014.0,41.3,26799.0,5579.0,840.0,16308.0,1390.0,9531.0,12338.0,7310.0,4034.0,1473.0,651.0,3211.0,16,069,13.94262008297096,2.099265257159994
"Jerome County, Idaho",46421.0,23039.0,32.6,19329.0,3693.0,496.0,7741.0,801.0,3655.0,5315.0,3278.0,1535.0,988.0,360.0,2194.0,16,053,16.02934155128261,2.152871218368853
"Kootenai County, Idaho",53189.0,150128.0,39.7,28275.0,18668.0,4421.0,58873.0,6179.0,36402.0,47524.0,32481.0,12326.0,5795.0,1827.0,8127.0,16,055,12.434722370244058,2.944820419908345
"Lewis County, Idaho",40313.0,3824.0,48.1,23285.0,575.0,96.0,1626.0,108.0,682.0,1025.0,594.0,311.0,247.0,97.0,521.0,16,061,15.036610878661088,2.510460251046025
"Minidoka County, Idaho",48021.0,20448.0,35.4,21887.0,3623.0,376.0,7357.0,1142.0,3896.0,5649.0,4045.0,1352.0,674.0,153.0,1448.0,16,067,17.718114241001565,1.838810641627543
"Twin Falls County, Idaho",49118.0,82248.0,34.6,22723.0,11651.0,1738.0,30096.0,3087.0,17841.0,23344.0,15093.0,6939.0,2742.0,1006.0,5227.0,16,083,14.165693998638265,2.1131212917031417
"Owyhee County, Idaho",36092.0,11384.0,38.6,19909.0,2622.0,312.0,4190.0,497.0,1367.0,2565.0,1415.0,677.0,678.0,348.0,1366.0,16,073,23.03232607167955,2.740688685874912
"Blaine County, Idaho",58835.0,21583.0,42.8,32736.0,3180.0,455.0,8273.0,769.0,5619.0,7087.0,2081.0,4213.0,758.0,628.0,1018.0,16,013,14.733818282907844,2.108140666265116
"Boise County, Idaho",49964.0,6968.0,53.2,29648.0,782.0,177.0,3004.0,197.0,1559.0,2178.0,990.0,894.0,408.0,190.0,627.0,16,015,11.222732491389207,2.540183696900115
"Boundary County, Idaho",39512.0,11323.0,43.7,24606.0,2040.0,158.0,4490.0,502.0,1689.0,2993.0,1411.0,954.0,754.0,532.0,1222.0,16,021,18.0164267420295,1.3953899143336572
"Butte County, Idaho",43207.0,2613.0,46.4,26227.0,416.0,70.0,1049.0,110.0,539.0,764.0,388.0,298.0,103.0,63.0,204.0,16,023,15.92039800995025,2.678913126674321
"Caribou County, Idaho",58750.0,6862.0,36.9,25669.0,633.0,81.0,2533.0,213.0,1477.0,2101.0,1343.0,528.0,428.0,196.0,363.0,16,029,9.224715826289712,1.1804138735062664
"Gooding County, Idaho",42626.0,15110.0,37.3,20821.0,2392.0,401.0,5550.0,459.0,2621.0,3885.0,1773.0,1550.0,894.0,403.0,1486.0,16,047,15.830575777630708,2.6538716082064857
"Ada County, Idaho",60151.0,435117.0,36.4,31642.0,50474.0,9643.0,164389.0,10065.0,112864.0,129852.0,82599.0,42690.0,11832.0,2293.0,26332.0,16,001,11.60009836434798,2.2161855317075636
"Bannock County, Idaho",47390.0,84113.0,33.2,23872.0,14445.0,2503.0,30790.0,2713.0,19176.0,24780.0,16257.0,6886.0,3071.0,1172.0,4831.0,16,005,17.17332635858904,2.9757588006610156
"Bear Lake County, Idaho",50603.0,5942.0,39.3,24411.0,853.0,97.0,2313.0,196.0,1213.0,1771.0,1202.0,396.0,336.0,120.0,466.0,16,007,14.355435880175024,1.6324469875462808
"Bingham County, Idaho",51307.0,45369.0,33.3,20720.0,5905.0,1065.0,14903.0,1800.0,7827.0,11664.0,7881.0,2677.0,2078.0,852.0,2716.0,16,011,13.015495161894686,2.347417840375587
"Bonneville County, Idaho",54150.0,110404.0,32.6,25706.0,12919.0,1910.0,38400.0,3183.0,25891.0,31730.0,20973.0,9051.0,3376.0,1106.0,5016.0,16,019,11.70156878373972,1.7300097822542662
"Camas County, Idaho",36667.0,886.0,47.0,29193.0,198.0,18.0,370.0,20.0,140.0,247.0,48.0,119.0,89.0,76.0,115.0,16,025,22.34762979683973,2.0316027088036117
"Canyon County, Idaho",46426.0,207027.0,33.2,19765.0,34812.0,6934.0,69303.0,6057.0,40066.0,51185.0,32016.0,15776.0,6500.0,1977.0,14017.0,16,027,16.815198017649873,3.349321586073314
"Clearwater County, Idaho",41122.0,8533.0,50.3,22169.0,1048.0,184.0,3706.0,314.0,1355.0,2532.0,1134.0,761.0,845.0,570.0,958.0,16,035,12.281729755068557,2.1563342318059298
"Jefferson County, Idaho",58055.0,27410.0,31.3,21519.0,2596.0,574.0,8470.0,830.0,4987.0,6672.0,4495.0,1742.0,991.0,334.0,1179.0,16,051,9.470995986866107,2.0941262313024445
"Latah County, Idaho",43310.0,38697.0,28.3,24166.0,7980.0,1493.0,15448.0,892.0,10072.0,12644.0,7387.0,4117.0,1612.0,743.0,1693.0,16,057,20.621753624311964,3.858180220688942
"Custer County, Idaho",37976.0,4141.0,53.4,23290.0,773.0,84.0,1850.0,93.0,1178.0,1383.0,519.0,735.0,206.0,78.0,352.0,16,037,18.66698865008452,2.0284955324800773
"Lemhi County, Idaho",36031.0,7755.0,52.9,22489.0,1306.0,144.0,3703.0,273.0,2119.0,2708.0,1209.0,1211.0,399.0,191.0,853.0,16,059,16.840747904577693,1.8568665377176015
"Payette County, Idaho",48447.0,22839.0,38.8,23361.0,3468.0,629.0,8571.0,811.0,4786.0,6097.0,3903.0,1776.0,783.0,162.0,1760.0,16,075,15.184552738736372,2.754061035947283
"Benewah County, Idaho",43472.0,9050.0,46.5,23120.0,1418.0,367.0,3508.0,304.0,930.0,2196.0,981.0,527.0,867.0,642.0,1008.0,16,009,15.668508287292818,4.05524861878453
"Bonner County, Idaho",45607.0,41855.0,47.7,25909.0,5752.0,790.0,17563.0,2514.0,7181.0,12736.0,7398.0,3384.0,3079.0,1550.0,3993.0,16,017,13.742683072512245,1.8874686417393383
"Clark County, Idaho",31927.0,1055.0,29.7,15283.0,255.0,23.0,313.0,12.0,103.0,162.0,92.0,41.0,57.0,29.0,113.0,16,033,24.170616113744074,2.1800947867298577
"Elmore County, Idaho",45154.0,26232.0,31.4,23029.0,3783.0,766.0,10062.0,818.0,6015.0,7738.0,4062.0,3091.0,847.0,454.0,2033.0,16,039,14.42131747483989,2.9200975907288806
"Fremont County, Idaho",51806.0,12889.0,36.7,21611.0,1458.0,322.0,4383.0,457.0,2302.0,3305.0,2008.0,903.0,615.0,299.0,831.0,16,043,11.311971448521996,2.498254325393747
"Madison County, Idaho",33620.0,38241.0,23.5,15257.0,11974.0,1720.0,10633.0,759.0,6401.0,8070.0,4933.0,2575.0,972.0,408.0,744.0,16,065,31.311942679323238,4.497790329750791
"Shoshone County, Idaho",39835.0,12490.0,47.2,23834.0,2140.0,487.0,5614.0,458.0,2799.0,3757.0,2055.0,1385.0,499.0,272.0,1522.0,16,079,17.133706965572458,3.899119295436349
"Idaho County, Idaho",40299.0,16275.0,49.5,20741.0,2105.0,359.0,6480.0,440.0,2173.0,4164.0,1947.0,1114.0,1654.0,878.0,1928.0,16,049,12.93394777265745,2.205837173579109
"Teton County, Idaho",55986.0,10776.0,36.4,28004.0,888.0,373.0,3764.0,542.0,1932.0,3013.0,1931.0,752.0,571.0,293.0,657.0,16,081,8.240534521158128,3.461395694135115
"Power County, Idaho",47602.0,7667.0,34.8,21513.0,879.0,340.0,2544.0,259.0,1347.0,2035.0,1426.0,386.0,379.0,178.0,472.0,16,077,11.464718925264119,4.434589800443459
"Washington County, Idaho",37521.0,9996.0,46.1,20435.0,1549.0,378.0,3979.0,409.0,1662.0,2612.0,1469.0,828.0,517.0,241.0,1119.0,16,087,15.496198479391756,3.7815126050420167
"Hancock County, Illinois",51460.0,18264.0,46.0,26118.0,2029.0,582.0,7523.0,494.0,4181.0,5065.0,2643.0,2024.0,630.0,147.0,2079.0,17,067,11.10928602715725,3.1865965834428382
"Madison County, Illinois",56536.0,266153.0,40.0,30278.0,35099.0,10014.0,107241.0,9284.0,71414.0,84833.0,53808.0,27065.0,7233.0,1635.0,18976.0,17,119,13.18752747479833,3.7624975108302365
"Grundy County, Illinois",71598.0,50333.0,37.5,31914.0,4669.0,1529.0,19006.0,1262.0,12750.0,15460.0,9601.0,5019.0,1741.0,521.0,2718.0,17,063,9.276220372320347,3.037768462042795
"Kankakee County, Illinois",56542.0,110801.0,37.7,26150.0,16059.0,4028.0,40239.0,2818.0,24487.0,29928.0,19061.0,9234.0,3326.0,1012.0,8715.0,17,091,14.49355150224276,3.635346251387623
"Mercer County, Illinois",55649.0,15794.0,44.8,27844.0,1765.0,511.0,6620.0,777.0,3761.0,4947.0,3263.0,1483.0,453.0,107.0,1400.0,17,131,11.17512979612511,3.2354058503229073
"DuPage County, Illinois",84442.0,931826.0,39.1,42050.0,62247.0,26614.0,340669.0,19724.0,269261.0,295908.0,208710.0,80771.0,13366.0,2492.0,34851.0,17,043,6.6801098059079695,2.856112621884343
"Sangamon County, Illinois",58687.0,198134.0,40.1,33277.0,30348.0,7022.0,83673.0,6743.0,54909.0,65849.0,45027.0,18491.0,6491.0,859.0,13693.0,17,167,15.316906739883109,3.544066137058758
"Alexander County, Illinois",31014.0,6776.0,42.3,18564.0,2212.0,194.0,2432.0,396.0,442.0,1104.0,746.0,184.0,252.0,151.0,1282.0,17,003,32.64462809917355,2.8630460448642268
"Menard County, Illinois",62368.0,12416.0,42.3,32839.0,1386.0,294.0,5230.0,608.0,2789.0,4035.0,2669.0,995.0,705.0,247.0,1052.0,17,129,11.163015463917526,2.3679123711340204
"Randolph County, Illinois",49717.0,32829.0,41.5,24716.0,3531.0,614.0,12060.0,1068.0,6518.0,8227.0,4702.0,3041.0,950.0,268.0,3282.0,17,157,10.755734259343873,1.8702976027292941
"Morgan County, Illinois",49353.0,34442.0,41.2,26253.0,4611.0,1023.0,13894.0,1576.0,7319.0,10293.0,6357.0,3186.0,1658.0,498.0,2988.0,17,137,13.387724290110912,2.9702107891527785
"Cook County, Illinois",59426.0,5238541.0,36.4,33722.0,821572.0,240605.0,1956561.0,135811.0,1319255.0,1500290.0,986543.0,465829.0,89105.0,13312.0,359116.0,17,031,15.683221721467866,4.592977319448297
"Ogle County, Illinois",57655.0,51619.0,41.9,29239.0,5657.0,1731.0,20830.0,2467.0,11407.0,15922.0,10481.0,4498.0,2087.0,758.0,4131.0,17,141,10.959142951238885,3.3534163776903854
"Macon County, Illinois",49052.0,107587.0,41.0,28280.0,17246.0,4855.0,44310.0,3908.0,27538.0,33029.0,22114.0,9719.0,2149.0,432.0,9237.0,17,115,16.02981772890777,4.512626990249752
"Stephenson County, Illinois",46427.0,45839.0,44.7,25792.0,7254.0,1859.0,19604.0,2605.0,10204.0,14774.0,9387.0,4269.0,1899.0,714.0,4167.0,17,177,15.824952551320928,4.055498592901241
"Wayne County, Illinois",46405.0,16569.0,43.4,25046.0,2594.0,367.0,7117.0,856.0,3301.0,4586.0,2674.0,1539.0,498.0,228.0,2221.0,17,191,15.65574265194037,2.2149797815197054
"White County, Illinois",46279.0,14186.0,43.8,26522.0,1911.0,534.0,6144.0,872.0,2958.0,4372.0,2887.0,1200.0,472.0,182.0,1504.0,17,193,13.471027773861554,3.764274636966023
"Woodford County, Illinois",69507.0,38942.0,39.9,34198.0,2793.0,923.0,14547.0,1371.0,9196.0,11492.0,7694.0,3278.0,1155.0,365.0,2480.0,17,203,7.17220481742078,2.370191566945714
"Franklin County, Illinois",39454.0,39302.0,42.3,22346.0,7635.0,1512.0,16346.0,1707.0,7658.0,10605.0,6561.0,3322.0,1329.0,543.0,5096.0,17,055,19.42649229046868,3.847132461452343
"Henderson County, Illinois",47428.0,6927.0,49.2,27949.0,774.0,213.0,3019.0,340.0,1547.0,2116.0,1291.0,688.0,262.0,100.0,827.0,17,071,11.173668254655695,3.0749242096145517
"McDonough County, Illinois",42911.0,31597.0,31.3,22527.0,6212.0,1301.0,11481.0,731.0,7353.0,8348.0,4696.0,3376.0,426.0,59.0,2413.0,17,109,19.66009431275121,4.117479507548185
"McHenry County, Illinois",82230.0,308043.0,39.9,36208.0,22339.0,9220.0,110860.0,7431.0,85890.0,98560.0,71732.0,24153.0,6717.0,1450.0,9804.0,17,111,7.251909635992377,2.9930886272371064
"McLean County, Illinois",64573.0,173231.0,32.7,32943.0,24110.0,3703.0,66070.0,4726.0,46540.0,53007.0,29887.0,21791.0,2735.0,712.0,9000.0,17,113,13.917832258660402,2.137608164820384
"Moultrie County, Illinois",53979.0,14711.0,39.9,26166.0,1740.0,213.0,5856.0,659.0,2948.0,4037.0,2413.0,1385.0,464.0,168.0,1575.0,17,139,11.827883896404051,1.447896132146013
"Perry County, Illinois",45864.0,21467.0,41.8,23929.0,2766.0,593.0,8223.0,1256.0,3820.0,5635.0,3381.0,1982.0,640.0,194.0,2231.0,17,145,12.884893091722178,2.7623794661573577
"Pike County, Illinois",41387.0,15930.0,42.4,23218.0,2281.0,498.0,6629.0,719.0,2686.0,4220.0,2255.0,1327.0,909.0,454.0,2033.0,17,149,14.318895166352794,3.1261770244821094
"Pope County, Illinois",41139.0,4360.0,52.2,22191.0,531.0,133.0,1639.0,174.0,656.0,921.0,555.0,299.0,100.0,18.0,645.0,17,151,12.178899082568808,3.05045871559633
"Rock Island County, Illinois",51426.0,146205.0,40.0,27822.0,20597.0,5259.0,60064.0,5681.0,37606.0,45584.0,29889.0,14085.0,3261.0,588.0,11982.0,17,161,14.087753496802435,3.597004206422489
"St. Clair County, Illinois",51103.0,264433.0,38.0,28643.0,44376.0,9980.0,103125.0,8211.0,59427.0,71967.0,44862.0,23843.0,5847.0,1227.0,26127.0,17,163,16.781566597209878,3.7741129132899447
"Shelby County, Illinois",49807.0,21906.0,44.6,24808.0,2630.0,479.0,9183.0,713.0,4753.0,6093.0,2788.0,2719.0,783.0,409.0,2472.0,17,173,12.005843147995982,2.1866155391217017
"Wabash County, Illinois",49716.0,11568.0,42.8,25105.0,1498.0,436.0,4915.0,582.0,2527.0,3471.0,2127.0,1114.0,354.0,126.0,1098.0,17,185,12.949515905947441,3.769017980636238
"Champaign County, Illinois",49586.0,207946.0,29.7,28463.0,41088.0,5682.0,81418.0,5171.0,57574.0,65811.0,38006.0,25501.0,4577.0,1096.0,10967.0,17,019,19.758975887970916,2.732440152731959
"Calhoun County, Illinois",53641.0,4897.0,46.5,25660.0,601.0,83.0,1881.0,100.0,946.0,1187.0,459.0,618.0,163.0,70.0,650.0,17,013,12.272820093935062,1.694915254237288
"Cumberland County, Illinois",50680.0,10899.0,41.9,24956.0,1533.0,272.0,4287.0,800.0,1655.0,3009.0,2022.0,656.0,586.0,227.0,1122.0,17,035,14.065510597302504,2.4956418020001836
"Ford County, Illinois",50851.0,13470.0,43.2,26611.0,2044.0,437.0,5684.0,567.0,3199.0,4275.0,2842.0,1249.0,457.0,144.0,1193.0,17,053,15.174461766889383,3.2442464736451373
"Jo Daviess County, Illinois",55532.0,22046.0,49.4,32401.0,1658.0,497.0,9795.0,1024.0,4763.0,7357.0,4879.0,1782.0,1632.0,541.0,2002.0,17,085,7.5206386646103605,2.254377211285494
"Kane County, Illinois",74862.0,529402.0,36.6,33486.0,54558.0,17375.0,175930.0,14777.0,129891.0,150095.0,110558.0,35687.0,8532.0,1355.0,21134.0,17,089,10.305590080883714,3.2820049792029495
"Kendall County, Illinois",89860.0,122933.0,34.5,33369.0,6889.0,3314.0,39882.0,3786.0,31556.0,36809.0,24523.0,11349.0,2570.0,512.0,2494.0,17,093,5.603865520242734,2.695777374667502
"Lawrence County, Illinois",44504.0,16457.0,41.2,21072.0,2286.0,363.0,6271.0,618.0,3068.0,4254.0,2591.0,1337.0,610.0,252.0,1773.0,17,101,13.89074557938871,2.205748313787446
"Brown County, Illinois",56289.0,6791.0,38.7,21906.0,557.0,119.0,2066.0,159.0,1013.0,1442.0,931.0,360.0,295.0,92.0,528.0,17,009,8.202032101310557,1.7523192460609631
"Marion County, Illinois",44679.0,38305.0,41.8,24112.0,6659.0,1612.0,16001.0,1749.0,7953.0,11726.0,7789.0,2971.0,2120.0,735.0,3606.0,17,121,17.38415350476439,4.20832789453074
"Marshall County, Illinois",55173.0,11925.0,46.3,29025.0,1194.0,366.0,4900.0,609.0,2429.0,3542.0,2197.0,1056.0,528.0,204.0,1195.0,17,123,10.0125786163522,3.069182389937107
"Mason County, Illinois",44695.0,13904.0,45.5,25952.0,1897.0,537.0,6034.0,597.0,3273.0,4231.0,2626.0,1397.0,449.0,126.0,1472.0,17,125,13.64355581127733,3.8621979286536248
"Iroquois County, Illinois",48857.0,28457.0,44.3,26480.0,4316.0,923.0,11845.0,1345.0,5954.0,8757.0,5423.0,2509.0,1540.0,604.0,2630.0,17,075,15.16674280493376,3.243490178163545
"Christian County, Illinois",50668.0,33562.0,42.7,25614.0,4033.0,728.0,13892.0,657.0,8750.0,10086.0,4415.0,5096.0,879.0,299.0,3293.0,17,021,12.01656635480603,2.169119837911924
"Clay County, Illinois",47427.0,13393.0,44.0,25700.0,1842.0,334.0,5624.0,502.0,3144.0,4133.0,2248.0,1461.0,685.0,261.0,1270.0,17,025,13.75345329649817,2.4938400657059656
"Gallatin County, Illinois",42450.0,5226.0,44.8,24538.0,862.0,180.0,2272.0,187.0,1094.0,1453.0,872.0,454.0,223.0,44.0,709.0,17,059,16.494450822809032,3.444316877152698
"Jackson County, Illinois",36008.0,59115.0,31.1,23455.0,15300.0,2358.0,23942.0,2240.0,13704.0,17268.0,10353.0,6108.0,1612.0,426.0,5243.0,17,077,25.881755899517888,3.9888353209845215
"Monroe County, Illinois",74410.0,33739.0,42.3,37043.0,1781.0,818.0,13227.0,809.0,9263.0,10607.0,6634.0,3486.0,923.0,145.0,2100.0,17,133,5.278757520969798,2.424493909125937
"Peoria County, Illinois",53063.0,186145.0,37.0,29683.0,28747.0,7622.0,74515.0,6499.0,45984.0,54434.0,33222.0,19167.0,3596.0,783.0,16359.0,17,143,15.44333718337855,4.094657390743775
"Union County, Illinois",46716.0,17267.0,43.5,24646.0,2870.0,409.0,6686.0,1300.0,2291.0,4100.0,2466.0,1244.0,574.0,257.0,2230.0,17,181,16.621300747089826,2.3686801413100134
"Winnebago County, Illinois",51110.0,287512.0,39.6,27297.0,43159.0,14724.0,114491.0,10665.0,73048.0,88369.0,58118.0,26927.0,6515.0,1516.0,20644.0,17,201,15.01119953254125,5.121177550850051
"Piatt County, Illinois",67360.0,16433.0,43.0,33672.0,888.0,409.0,6676.0,1165.0,3725.0,5475.0,4282.0,888.0,516.0,168.0,945.0,17,147,5.403760725369683,2.488894298058784
"Pulaski County, Illinois",34655.0,5691.0,43.3,20195.0,966.0,230.0,2246.0,373.0,517.0,1166.0,713.0,301.0,243.0,98.0,1009.0,17,153,16.974169741697416,4.041468986118432
"Schuyler County, Illinois",47321.0,7181.0,46.6,23670.0,1511.0,216.0,2856.0,277.0,1655.0,2158.0,1160.0,879.0,252.0,91.0,589.0,17,169,21.041637654922713,3.0079376131458013
"Stark County, Illinois",52284.0,5551.0,45.0,30009.0,763.0,129.0,2330.0,304.0,1107.0,1645.0,966.0,553.0,238.0,108.0,612.0,17,175,13.745271122320302,2.3239056025941274
"Edgar County, Illinois",47873.0,17603.0,44.5,26344.0,2655.0,647.0,7669.0,879.0,3756.0,5484.0,3922.0,1253.0,1009.0,218.0,1935.0,17,045,15.082656365392262,3.6755098562744988
"Bond County, Illinois",54393.0,17034.0,40.4,24473.0,2399.0,402.0,6132.0,668.0,2984.0,4571.0,3035.0,980.0,1274.0,339.0,1381.0,17,005,14.083597510860631,2.3599859105318775
"Boone County, Illinois",62701.0,53638.0,38.3,29029.0,5617.0,2194.0,18709.0,1635.0,12452.0,15385.0,10701.0,4031.0,1630.0,283.0,2730.0,17,007,10.47205339498117,4.090383683209665
"Bureau County, Illinois",54271.0,33619.0,43.7,28332.0,4175.0,990.0,13816.0,1737.0,7531.0,10346.0,6707.0,3042.0,1045.0,444.0,2922.0,17,011,12.418572830839704,2.94476337785181
"Carroll County, Illinois",50555.0,14704.0,47.4,27605.0,1634.0,419.0,6573.0,741.0,3319.0,4865.0,2910.0,1507.0,747.0,266.0,1452.0,17,015,11.112622415669206,2.8495647442872687
"Coles County, Illinois",41907.0,52540.0,34.3,26060.0,10212.0,1935.0,21006.0,1389.0,13862.0,15884.0,10057.0,5400.0,921.0,240.0,3988.0,17,029,19.43661971830986,3.682908260373049
"Crawford County, Illinois",47468.0,19214.0,42.5,25955.0,2056.0,539.0,7665.0,935.0,3888.0,5522.0,3493.0,1633.0,768.0,237.0,1757.0,17,033,10.70053086291246,2.8052461746643074
"Jersey County, Illinois",56320.0,22215.0,42.5,27528.0,2009.0,694.0,8831.0,674.0,4371.0,6234.0,3116.0,2416.0,1410.0,479.0,2255.0,17,083,9.043439117713257,3.1240153049741166
"Putnam County, Illinois",64741.0,5771.0,47.5,33697.0,507.0,165.0,2438.0,297.0,1162.0,1777.0,1077.0,471.0,358.0,193.0,556.0,17,155,8.78530583954254,2.8591232022179867
"De Witt County, Illinois",55411.0,16176.0,42.8,27866.0,2108.0,575.0,6704.0,614.0,3503.0,4933.0,3328.0,1125.0,666.0,260.0,1483.0,17,039,13.031651829871414,3.554648862512364
"Fayette County, Illinois",44541.0,21980.0,41.4,21844.0,3564.0,708.0,7659.0,683.0,3583.0,4939.0,2993.0,1482.0,1133.0,237.0,2536.0,17,051,16.2147406733394,3.221110100090992
"Lee County, Illinois",58319.0,34670.0,42.7,28179.0,3699.0,964.0,13416.0,1505.0,7627.0,10246.0,6374.0,3245.0,1105.0,449.0,2617.0,17,103,10.669166426305162,2.7805018748197288
"Logan County, Illinois",58271.0,29488.0,40.6,26479.0,2327.0,744.0,11011.0,920.0,6512.0,8263.0,5465.0,2335.0,789.0,199.0,2268.0,17,107,7.891345632121541,2.523060227889311
"Macoupin County, Illinois",53890.0,45960.0,43.1,27255.0,5962.0,1876.0,18663.0,1504.0,10850.0,14150.0,8565.0,4438.0,2123.0,704.0,3766.0,17,117,12.972149695387293,4.081810269799826
"Richland County, Illinois",46454.0,15953.0,42.3,25262.0,2348.0,490.0,6460.0,644.0,3386.0,4581.0,2723.0,1408.0,656.0,231.0,1492.0,17,159,14.718234814768381,3.0715225976305396
"Saline County, Illinois",40722.0,24430.0,42.0,22725.0,4920.0,1241.0,9938.0,1274.0,4596.0,6465.0,3939.0,2156.0,705.0,185.0,2876.0,17,165,20.139173147769135,5.079819893573475
"Washington County, Illinois",54520.0,14260.0,43.0,29687.0,1364.0,331.0,5897.0,591.0,3076.0,4174.0,2593.0,1335.0,565.0,156.0,1468.0,17,189,9.565217391304348,2.3211781206171107
"Montgomery County, Illinois",47807.0,29173.0,42.4,23172.0,3916.0,663.0,11234.0,724.0,6301.0,7777.0,3465.0,3751.0,860.0,378.0,3076.0,17,135,13.423370925170534,2.2726493675659
"Whiteside County, Illinois",51969.0,56823.0,42.9,28188.0,6207.0,1707.0,23468.0,2405.0,13700.0,17790.0,11082.0,5685.0,1677.0,667.0,4866.0,17,195,10.92339369621456,3.0040652552663536
"Adams County, Illinois",48454.0,66787.0,41.5,27256.0,8513.0,1874.0,27461.0,3045.0,15218.0,19952.0,11612.0,7140.0,1983.0,741.0,6335.0,17,001,12.746492580891491,2.805935286807313
"Clinton County, Illinois",64543.0,37640.0,40.4,30382.0,3200.0,756.0,14183.0,996.0,8154.0,10570.0,7153.0,2597.0,1969.0,528.0,3031.0,17,027,8.501594048884165,2.008501594048884
"DeKalb County, Illinois",58343.0,104473.0,30.7,26511.0,17944.0,4959.0,37420.0,3565.0,26043.0,31499.0,21833.0,8359.0,2166.0,690.0,4721.0,17,037,17.175729614350118,4.746680960630976
"Edwards County, Illinois",49632.0,6570.0,43.6,26549.0,746.0,204.0,2810.0,369.0,1350.0,2034.0,1205.0,662.0,279.0,106.0,620.0,17,047,11.354642313546423,3.105022831050228
